tweet,clean_tweet,sentiment
"pantesan tadi lagi makan kok goyang-goyang, kirain lagi pusing doang taunya memang gempa. (bingung) https://t.co/8LvyLznec9",pantesan makan goyanggoyang pusing taunya gempa bingung,Negative
"tak hanya itu, rasa kewaspadaan itu berubah menjadi sedikit takut dan lebih was2 ketika ada goyangan sedikit yang m… https://t.co/Y8257aNEF9",berasa kewaspadaan berubah takut terkadang was terkadang goyangan berguncang,Negative
contoh code scrapping web BMKG https://t.co/vI8D8C5c0x,contoh code scrapping web bmkg,Neutral
@masbatik99 Tapi emang gempa beneran ga situ doang yg ngrasain coba cek searching gempa yg muncul tweet banyak,gempa beneran situ ngrasain coba cek searching gempa muncul tweet,Negative
"@KreditPenting Halo, saya Bencana Bot. Untuk melaporkan dampak gempa di sekitarmu, silakan balas dengan #gempa https://t.co/RRMXDhTc78",halo bencana bot melaporkan dampak gempa sekitarmu silakan balas,Negative
"Gempa lantai 5 ✅
Gempa lantai 11 ✅
Gempa lantai 4 dan udh rebahan ✅

Dan satupun ga ada org2 yg heboh 😌",gempa lantai gempa lantai gempa lantai terkadang rebahan terkadang satupun terkadang heboh,Negative
Keknya gua kena gempa syndrome,terkena gempa syndrome,Negative
"Ak kira gempa, ternyata keleyengan blm makan wkwk",gempa keleyengan makan,Neutral
"@Deerteen1 kak, tolong dibaca ulang deh.. kan saya bilang 'sampe ngira lagi gempa' bukannya emang gempa 😭🙏",tolong dibaca ulang bilang ngira gempa gempa,Negative
"Info Gempa Bumi BMKG, Terjadi di Lombok dan Mataram Terasa Hingga Bali

https://t.co/syhFLzPPBv",info gempa bumi bmkg lombok terkadang mataram bali,Negative
"@ditandrii @salbeeeeh Barusan aku juga ngrasain kak lagi posisi duduk tapi di bangku kecil jadi kerasa ,makanya cari info gempa",barusan ngrasain posisi duduk bangku cari info gempa,Negative
"Bencana Alam Dunia dari 22 - 24 Jan 2022 (Gempa Bumi M6.6 Jepun, 'Firenado' - Argentina) – Di saluran Bencana Alam… https://t.co/Jt3aEtGIG3",bencana alam dunia januari gempa bumi jepang firenado argentina saluran bencana alam,Negative
"@Feed_King86 Halo, saya Bencana Bot. Untuk melaporkan dampak gempa di sekitarmu, silakan balas dengan #gempa https://t.co/JzqhvgEe6q",king halo bencana bot melaporkan dampak gempa sekitarmu silakan balas,Negative
"Gempa Selama 45 Detik Hancurkan Gujarat India, Tewaskan Belasan Ribu Orang pada 26 Januari 2001

https://t.co/2WB4yoOinR",gempa detik hancurkan gujarat india tewaskan belasan ribu orang januari,Negative
@tamaranoona Aku di bekasi jabar 20 mnt lalu ngerasa goyang sekitar 5 detik an serius makanya cari info gempa tapi yg muncul kok di taiwan,bekasi jabar mnt berasa berguncang detik januari serius cari info gempa muncul taiwan,Neutral
@willdonuts @gyozawhore 😁😁😁 gempa berasa konser kep1er,gempa berasa konser keper,Negative
ini kepala gue pusing kayanya dah daritadi berasa gempa mulu ☹️ #,kepala pusing kayanya daritadi berasa gempa,Negative
PALING GAENAK GEMPA DI LANTAI 10 POSISI DIATAS KASUR YAALLAH LONCAT AKU 🥲 KESELEO LAGI https://t.co/8Ip8T5kwR1,gaenak gempa lantai posisi diatas kasur loncat keseleo,Negative
"aku lagi flu, habis tidur 3 jam bangun-bangun pusing bgt sampe ngira lagi gempa ajdbdjdk 😭😭",flu habis tidur jam bangunbangun pusing ngira gempa ajdbdjdk,Negative
"ah ak gatau klo ini vertigo. sering bgt pas tdr ngrasa gempa yg kuenceng bgt. lgsg nangis manggil ortu dong, krn ak… https://t.co/rIxl2TRCmG",gatau vertigo tdr ngrasa gempa kuenceng lgsg nangis manggil ortu,Negative
Gempa lagi ni barusan?,gempa barusan,Negative
"@salbeeeeh Lu mesti tau, semenjak gempa sekarang gua sering berasa goyang sendiri pdhl kaga gempa🙃",mesti tau semenjak gempa berasa berguncang kaga gempa,Negative
"@afrkml Pernah sekali krn jam tidur yg kacau. Jangankan bangun, rebahan dan ganti posisi kepala aza serasa gempa.mi… https://t.co/8agjBKYNyp",jam tidur kacau terbangun rebahan terkadang ganti posisi kepala aza serasa gempami,Negative
"Otak aku jem sekarang ni.. Aku nak kena 'prank' atau it's really happening 😬😬.

Patutlah ada orang cakap, aku ni ka… https://t.co/Xi3nyDT6sM",otak jem nak terkena prank its really happening patutlah terkadang orang cakap,Positive
Mak aih gempa lagi,mak aih gempa,Negative
"@Highh__ @afrkml @Restums_ sama nih, we kira cm kyak ada trauma krn sering gempa.",nih we cm kyak terkadang trauma gempa,Negative
heeseung jgn senyum tar gw bikin gempa ni jabodetabek,heeseung jgn senyum sebentar bikin gempa jabodetabek,Negative
"Ini bocil kalo tidur mau ada gempa juga diam aja. Kemaren juga pas gempa cuma melek, tidur lg. Kalo denger kresek/s… https://t.co/dVgNG6sg1u",bocil tidur terkadang gempa diam kemarin gempa melek tidur denger kreseks,Negative
@latteskies_ Td pagi ada gempa kh,barat daya pagi terkadang gempa kh,Negative
"Asli jadi parnoan gr"" gempa tdi pagi",asli parnoan gara gara gempa pagi,Negative
@MOSIENAGANT gempa,gempa,Negative
"belum

trauma:
- kejadian pas gempa bumi
- mau diculik berulangkali
- dibully kakak kelas pas SD &amp; SMP
- kecelakaan… https://t.co/2KOpfEO80D",trauma kejadian gempa bumi diculik berulangkali dibully kakak kelas sd smp kecelakaan,Negative
"Oarfish, Hewan Laut yang Sering Dianggap Sebagai Pertanda Gempa https://t.co/lcJy0kww3l",oarfish hewan barat laut berguncang dianggap pertanda gempa,Negative
"@MustakimMuzafie Halo, saya Bencana Bot. Untuk melaporkan dampak gempa di sekitarmu, silakan balas dengan #gempa https://t.co/ZsVVv9sDnt",halo bencana bot melaporkan dampak gempa sekitarmu silakan balas,Negative
@txtdrorangsusah Itu kena gempa daerah situ2 doang kali ya,terkena gempa daerah situ kali berguncang,Negative
"ngagetin aja sii, gue kira gempa 😭",ngagetin sii gempa,Negative
"Bencana Alam Dunia dari 22 - 24 Jan 2022 (Gempa Bumi M6.6 Jepun, Letusan Gunung Berapi Turrialba-Costa Rica, 'Firen… https://t.co/Rx02ab01Iy",bencana alam dunia januari gempa bumi jepang letusan gunung berapi turrialbacosta rica firen,Negative
@bribrianembul bukan gempa kan ya...,gempa berguncang,Negative
"Gue kira gempa, ternyata badan gue yg gemeteran....",gempa badan gemeteran,Negative
BMKG Sosialisasikan Informasi Potensi Gempa Bumi di Pandeglang Banten https://t.co/Wjva5UuQfs,bmkg sosialisasikan informasi potensi gempa bumi pandeglang banten,Neutral
"kamu itu kayak lempengan bumi ya, geser dikit aja bisa https://t.co/N5S8nqW24k hati aku.",lempengan bumi berguncang bergeser hati,Neutral
"@doyochi__ Gak, kemarin sekitar 4 hari sebelum gempa. Pahaku biru lebam gtu n aq gak sadar, taunya pas mandi kok bi… https://t.co/z6c9AoSnXO",kemarin gempa pahaku biru lebam gtu aq sadar taunya mandi habis,Neutral
tengah record video unboxing album sf9 last2 tak jadi lepass aku tengok pc tu fon aku terus goyang macam gempa bumi… https://t.co/SY4B3fMnuI,record video unboxing album sf last lepass tengok pc fon berguncang gempa bumi,Negative
"Gempa bermagnitudo (M) 6,6 yang terjadi di Banten Selatan pada 14 Januari 2022 dapat menjadi pembelajaran untuk kes… https://t.co/sF3ltb9847",gempa bermagnitudo berguncang banten selatan januari pembelajaran kes,Negative
Kamu merasa gempa gak ??? ada kamu yang mengguncang hatiku sih. teens_kikies,gempa terkadang berguncang mengguncang hatiku teenskikies,Negative
@wooklore Gempa bumi gak sih,gempa bumi,Negative
@bribrianembul gempa? 😨😨😨,gempa,Negative
"Kalo lu tipe orang yang selalu bikin story , coba cari hape yang ada gadget yang ada fitur Ois dan Eis nya . 
Sumpa… https://t.co/Eb0hIGe1lT",tipe orang berguncang bikin story coba cari hape berguncang terkadang gadget berguncang terkadang fitur ois terkadang eis sumpa,Neutral
"Satu!

Beasiswa Tunas Indonesia Jepang (TIJ).
Berawal dari upaya meringankan beban korban gempa di Jogja 2006 lalu… https://t.co/F2gzANrHeq",beasiswa tunas indonesia jepang tij upaya meringankan beban korban gempa jogja,Neutral
"semalem gw mimpiin mas crush, eh paginya gempa. apakah ini pertanda kalau...",semalam mimpiin mas crush paginya gempa pertanda,Negative
"Tempat ku cuaca nya ga konsisten:(
Pagi nanti bakal dingin bangett gerimis, siang nya cerahh secerah masa depan ku… https://t.co/U0y91RGK3z",cuaca konsisten pagi dingin bangett gerimis siang cerahh secerah,Positive
"@febi_kania Halo, saya Bencana Bot. Untuk melaporkan dampak gempa di sekitarmu, silakan balas dengan #gempa https://t.co/pFrUAu7V3K",kania halo bencana bot melaporkan dampak gempa sekitarmu silakan balas,Negative
"Puncanya lembah klang padat sgt dgn pembangunan, highway brsilang2, perumahan asal ada tanah kosong je mmg pemaju p… https://t.co/gHxqQEYHKC",puncanya lembah klang padat sgt pembangunan highway brsilang perumahan terkadang tanah kosong jepang mmg pemaju,Negative
"@AqlFebriyana Halo, saya Bencana Bot. Untuk melaporkan dampak gempa di sekitarmu, silakan balas dengan #gempa https://t.co/6NLO2GZicB",halo bencana bot melaporkan dampak gempa sekitarmu silakan balas,Negative
"Yang ini ngeri-ngeri sedap, naik atap JIS dengan ketinggian 75 meter. Di atas, pekerjanya pada cerita waktu gempa t… https://t.co/x7TSdB6gQ5",berguncang ngeringeri sedap atap jis ketinggian meter pekerjanya cerita gempa,Negative
@convomfs Sering gempa ya sekarang,gempa berguncang,Negative
"Kirain gempa, taunya gue yg keleyengan aowkaaowk",gempa taunya keleyengan aowkaaowk,Negative
Wkkw suka trust issue pas gempa.😂 https://t.co/S8tkiAr6kv,wkkw suka trust issue gempa,Neutral
Bes eh sebenarnya prediksi gempa yg m*gathrust itu apa benar atau fake ya? Aku takut aja malah baca info palsu. Maaf,bes prediksi gempa mgathrust fake berguncang takut baca info palsu maaf,Negative
"20 Jalan Bersimpangan Tol, Pemkab Klaten Ingin Konstruksi Tahan Gempa https://t.co/dbx76mQKHV",jalan bersimpangan tol pemkab klaten konstruksi tahan gempa,Negative
"Kemarin malem mimpi gempa, karna kebiasaan cek Twitter BMKG, langsung cek ternyata 9 SR. Aku ga bisa bangun dan pas… https://t.co/mOT9ugNSUh",kemarin semalam mimpi gempa kebiasaan cek twitter bmkg langsung cek terbangun terkadang,Negative
"@tv_masjid Halo, saya Bencana Bot. Untuk melaporkan dampak gempa di sekitarmu, silakan balas dengan #gempa https://t.co/8XGKWYgK7a",masjid halo bencana bot melaporkan dampak gempa sekitarmu silakan balas,Negative
Bisabisanya tadi jam 4 pagi ada gempa di lombok gak kebangun:”) liat info bmkg bali gempa berasa sampe denpasar - k… https://t.co/nyOKypjJfg,bisabisanya jam pagi terkadang gempa lombok terbangun lihat info bmkg bali gempa berasa denpasar,Negative
"@maiarchive__ Halo, saya Bencana Bot. Untuk melaporkan dampak gempa di sekitarmu, silakan balas dengan #gempa https://t.co/SQIY4vWbTc",halo bencana bot melaporkan dampak gempa sekitarmu silakan balas,Negative
*GEMPA,gempa,Negative
Wkwkwk trust issue sama gempa😂 https://t.co/tFRDFUGykn,trust issue gempa,Negative
"Org laen kalo ping!aku di bbm cuma hpny yg geter kalo kamu yg ping, Cinta aku yan geter kaya gempa bumi Teens_Yori",laen pingaku bbm hpny bergetar ping cinta berguncang bergetar gempa bumi teensyori,Neutral
"@redmanny13 Asli, pernah lg gempa, posisiku lg tengkurep kan, lho ya cuma mikir, “kok badan gue goyang2 yaaa”…
Gak lama masuk notif bmkg 😂🤣",asli gempa posisiku tengkurep lho berguncang berpikir badan berguncang yaaa masuk notif bmkg,Negative
"Al Muhaddith Sayyid Muhammad Bin Alwi Al Maliki.

Al Fatihah https://t.co/RcTHulcBkg",muhaddith sayyid muhammad bin alwi maliki fatihah,Neutral
"@txtfromBee Aku pas gempa satu Kantor pada panik, aku malah asik youtube-an sampe akhirnya dibunyiin alarm gempa wkwkwkwk",gempa kantor panik asik youtubean dibunyiin alarm gempa wkwkwkwk,Negative
"@ArifAzmi93 Haha wajib ada. Kalau ada gempa, budak, atau kucing lagi kena ada. Tapiii tak tahu mana nak cari kat sini.",haha wajib terkadang terkadang gempa budak kucing terkena terkadang tapiii nak cari kat,Negative
@infoBMKG Apa karena akan ada #motogp jadi tidak menginformasikan gempa tadi pagi di Lombok? Info penting malah cob… https://t.co/DIXOOVCOzR,terkadang menginformasikan gempa pagi lombok info cob,Negative
"Rekaman datangnya tsunami setelah gempa 11 Mar 2011 di Jepang, dari awal tsunami warning, tsunami gel. pertama seti… https://t.co/r2tBforoA3",rekaman datangnya tsunami gempa kemarin jepang tsunami warning tsunami gel seti,Negative
"Me : Lagi gempa mikir dulu, “ini gempa apa gue yang goyang ya” https://t.co/TLK2CRyoMF",teman gempa berpikir gempa berguncang berguncang berguncang,Negative
"@BriKingDowoon Halo, saya Bencana Bot. Untuk melaporkan dampak gempa di sekitarmu, silakan balas dengan #gempa https://t.co/FHpqBwPp15",halo bencana bot melaporkan dampak gempa sekitarmu silakan balas,Negative
gak heran gue sering make sure ke orang ada gempa apa engga😭 https://t.co/4MLr6HTok5,heran make sure kedalaman orang terkadang gempa engga,Negative
"Pagi gempa, siang panasss bgt, malem ujan, tp lewat doang ding, kek mantan cuman sesaat",pagi gempa siang panasss semalam ujan ding mantan cuman,Negative
"@RaungMurba ️️

 ️️
Seru, tapi kadang panik sendiri kalau habis ada gempa. Kalung dari bumbu dapur? Mind blowing banget, deh.
️️

 ️️",seru terkadang panik habis terkadang gempa kalung bumbu dapur mind blowing,Negative
"Korban Gempa Bumi, Bupati Lumajang Letakkan Batu Pertama Pembangunan Huntap https://t.co/l0H401rxSf",korban gempa bumi bupati lumajang letakkan batu pembangunanhuntap,Negative
@convomf sumber gempa dihatiku,sumber gempa dihatiku,Negative
"@iwanfals Gak.. gak...
Katanya gempa ga bisa di prediksi..
Napa sekarang tiba2 muncul berita2 ginian??",gempa prediksi napa muncul berita ginian,Negative
@afrkml @0813naje Ohh iya pernah masa aliran darah di sekujur tubuh berdetak dengan cepat sampe ngerasa kyk gempa gitu,ohh iya aliran darah sekujur tubuh berdetak cepat berasa kyk gempa,Negative
tidur cuma sejam terus udah aktivitas dari jam 5 pagi sampe sekarang. pantesan berasa gempa mulu,tidur sejam aktivitas jam pagi pantesan berasa gempa,Negative
sejak gempa yg kemaren gw selalu ngerasa rumahnya shaking tau... kesel banget jadi overthink,gempa kemarin berasa rumahnya shaking tau kesel overthink,Negative
"@Kingyoongi93 @ggukitaes Ini kalo ga salah ya kak, yg waktu kayanya live deh terus ada peringatan gempa mereka ga t… https://t.co/F24Xef0TIC",salah berguncang kayanya live terkadang peringatan gempa,Negative
"@afrkml @Restums_ Aku gatau vertigo atau bukan kerna takut cek dokter
Tapi sejak kena covid tuh sering bgt ngerasa… https://t.co/GAtqlPbgaz",gatau vertigo kerna takut cek dokter terkena covid berasa,Negative
"@afrkml ternyata aku ga sendirian😭 bangun tidur gempa, kena cahaya gempa, kena panas gempa, kaget gempa, cape dikit gempa.",terbangun tidur gempa terkena cahaya gempa terkena panas gempa terkejut gempa cape gempa,Negative
"@staygeneimonsta Bakal berwarna juga kayaknya buat tier ketiganya
Bayangin hali warnanya kemerahan, blaze warnanya… https://t.co/s5ghW6TLFF",berwarna kayaknya tier ketiganya bayangin hali warnanya kemerahan blaze warnanya,Neutral
"@vitazizah_ Halo, saya Bencana Bot. Untuk melaporkan dampak gempa di sekitarmu, silakan balas dengan #gempa https://t.co/aa0wc7VxUQ",halo bencana bot melaporkan dampak gempa sekitarmu silakan balas,Negative
Yang ngerasain gempa tadi pagi apa kabs😳,berguncang merasakan gempa pagi kabs,Negative
@anak24k_ Tapi hambanya habis gempa lanjut tdr lagi,hambanya habis gempa tdr,Negative
@plretty @Krystkal @chanyqol Jenat Natama @KimJeni  &amp; Gempa Natama @taeyongn beserta calon baby natama mengucapkan… https://t.co/9wFM8217ye,jenat natama gempa natama beserta calon baby natama,Negative
Dari @tiktok @putrinabillaaa15 @YouTube #IndonesiaTanpaPKS #Pemilu2024BoikotPDIP #Gempa  https://t.co/LtVsEzc8bY,,Neutral
"@fitria_aayy Halo, saya Bencana Bot. Untuk melaporkan dampak gempa di sekitarmu, silakan balas dengan #gempa https://t.co/As8exdlrBw",aayy halo bencana bot melaporkan dampak gempa sekitarmu silakan balas,Negative
"""suka trust issue ketika gempa"" 😂😂😂 jadi reminiscing lomba pas gempa 😥 https://t.co/XoZBpKnsxB",suka trust issue gempa reminiscing lomba gempa,Negative
pusing.. kebanyakan nanhis.. pusibg.. kays lago gempa..,pusing kebanyakan nanhis pusibg kays lago gempa,Negative
"@afrkml ners, kalau tidur sering ga pakai bantal apa bisa menyebabkan timbulnya vertigo ya ners? soalnya akhir² ini… https://t.co/MXpAPizk0E",ners tidur pakai bantal menyebabkan timbulnya vertigo berguncang ners,Neutral
"Wilayah pesisir selatan Kabupaten Pandeglang, Banten, tepatnya di Kecamatan Sumur, masih minim alat-alat canggih ya… https://t.co/Xmq0SkXicQ",wilayah pesisir selatan kabupaten pandeglang banten tepatnya kecamatan sumur minim alatalat canggih berguncang,Neutral
"@plretty @Krystkal @chanyqol happy wedding bang qol dan swaber nuna 

wish nya yang baik2 aja buat kalian cepet dap… https://t.co/xCQtlqo6Li",happy wedding qol terkadang swaber nuna wish berguncang cepet dap,Positive
ini gempa atau gue pusing sih,gempa pusing,Negative
@ogiehart Untuk rangka struktur dan pondasi apakah sudah memperhitungkan gempa?,rangka struktur terkadang pondasi memperhitungkan gempa,Negative
GEMPA KAH,gempa kah,Negative
"Kukira gempa bumi
Ternyata aku sendiri yang mbliyut",kukira gempa bumi berguncang mbliyut,Negative
"@astriarasyid Halo, saya Bencana Bot. Untuk melaporkan dampak gempa di sekitarmu, silakan balas dengan #gempa https://t.co/Um004J4pkS",halo bencana bot melaporkan dampak gempa sekitarmu silakan balas,Negative
ga seumuran tp sama2 scorpio juga hujan badai petir halilintar tsunami gempa bumi wakkk https://t.co/6451qg1J4a,seumuran scorpio hujan badai petir halilintar tsunami gempa bumi wakkk,Negative
@SayyiidHaddaad Alhamdulillah...dulu ketika gempa di Lombok...ana jadi saksi...bagaimana para manusia mulia berbaju… https://t.co/p3HyjwV76r,alhamdulillahdulu gempa lombokana saksibagaimana manusia mulia berbaju,Neutral
62 siap2 ya gempa kuat.tanda2 sdh ada. Bsok energi tambah bsr mnuju tgl 27. Sktrn selat sunda sama 62 timur,berguncang gempa kuattanda sdh terkadang bsok energi bsr mnuju tgl sktrn selat sunda timur,Negative
sering bgt kena vertigo. kadang kaya gempa kmrn besoknya vertigo 2-3 hari trus pernah habis sakit 1-2mg vertigo sam… https://t.co/cwuVkHcumV,terkena vertigo terkadang gempa kemarin besoknya vertigo habis sakit emang vertigo,Negative
"@moviemenfes AFTERSHOCK, ttg gempa bumi",aftershock ttg gempa bumi,Negative
"11 Tahun menghijaukan Hutan 
Dari sabang sampai marauke  masuk Youtuber Hamim Ai ,
Youtuber ku di blok bumi 🌏 beran… https://t.co/86pcNFyg3V",menghijaukan hutan sabang marauke masuk youtuber hamim merasakan youtuber blok bumi beran,Positive
